Game,Publisher,TotalSales,NASales,PALSales,JPSales,OtherSales,ReleaseDate,LinkToPage
Dragon Quest IX: Sentinels of the Starry Skies,Nintendo,5.79m,0.63m,0.67m,4.35m,0.15m,11th Jul 10,https://www.vgchartz.com/games/game.php?id=7147&region=All
Red Dead Redemption 2,Rockstar Games,5.77m,3.76m,1.47m,N/A,0.54m,26th Oct 18,https://www.vgchartz.com/games/game.php?id=140684&region=All
Destiny,Activision,5.76m,2.53m,2.13m,0.16m,0.94m,09th Sep 14,https://www.vgchartz.com/games/game.php?id=71525&region=All
Tekken 2,Namco,5.74m,2.26m,1.89m,1.36m,0.23m,25th Aug 96,https://www.vgchartz.com/games/game.php?id=2343&region=All
Uncharted: The Nathan Drake Collection,Sony Computer Entertainment,5.70m,2.55m,2.11m,0.10m,0.94m,07th Oct 15,https://www.vgchartz.com/games/game.php?id=85628&region=All
LEGO Star Wars: The Complete Saga,LucasArts,5.66m,3.57m,1.57m,N/A,0.52m,06th Nov 07,https://www.vgchartz.com/games/game.php?id=12477&region=All
Cooking Mama,Majesco,5.66m,3.09m,1.92m,0.07m,0.58m,12th Sep 06,https://www.vgchartz.com/games/game.php?id=399&region=All
New Super Mario Bros. U,Nintendo,5.62m,2.30m,1.63m,1.32m,0.38m,18th Nov 12,https://www.vgchartz.com/games/game.php?id=70766&region=All
Tetris,Nintendo,5.58m,2.97m,0.69m,1.81m,0.11m,01st Nov 89,https://www.vgchartz.com/games/game.php?id=6464&region=All
Assassin's Creed II,Ubisoft,5.57m,2.54m,1.95m,0.21m,0.86m,17th Nov 09,https://www.vgchartz.com/games/game.php?id=29053&region=All
Super Smash Bros.,Nintendo,5.55m,2.95m,0.60m,1.97m,0.04m,26th Apr 99,https://www.vgchartz.com/games/game.php?id=2290&region=All
Assassin's Creed,Ubisoft,5.55m,3.28m,1.64m,0.07m,0.56m,13th Nov 07,https://www.vgchartz.com/games/game.php?id=12728&region=All
Batman: Arkham City,Warner Bros. Interactive,5.54m,2.72m,1.89m,0.11m,0.82m,18th Oct 11,https://www.vgchartz.com/games/game.php?id=41799&region=All
Forza Motorsport 3,Microsoft Game Studios,5.50m,2.99m,1.90m,0.10m,0.51m,27th Oct 09,https://www.vgchartz.com/games/game.php?id=30434&region=All
Monster Hunter Freedom Unite,Capcom,5.50m,0.47m,0.57m,4.13m,0.34m,23rd Jun 09,https://www.vgchartz.com/games/game.php?id=18542&region=All
Super Mario Advance,Nintendo,5.49m,3.14m,1.24m,0.91m,0.20m,10th Jun 01,https://www.vgchartz.com/games/game.php?id=4428&region=All
Mario Kart: Super Circuit,Nintendo,5.47m,2.62m,1.64m,0.99m,0.23m,26th Aug 01,https://www.vgchartz.com/games/game.php?id=3715&region=All
Super Mario World: Super Mario Advance 2,Nintendo,5.46m,3.21m,1.11m,0.95m,0.20m,09th Feb 02,https://www.vgchartz.com/games/game.php?id=4429&region=All
Pokémon Stadium,Nintendo,5.45m,3.18m,1.24m,0.94m,0.09m,06th Mar 00,https://www.vgchartz.com/games/game.php?id=1767&region=All
Luigi's Mansion: Dark Moon,Nintendo,5.44m,2.03m,1.88m,1.17m,0.36m,24th Mar 13,https://www.vgchartz.com/games/game.php?id=51836&region=All
Minecraft,Microsoft Studios,5.43m,3.23m,1.71m,N/A,0.49m,18th Nov 14,https://www.vgchartz.com/games/game.php?id=73065&region=All
Call of Duty: World at War,Activision,5.43m,2.75m,1.84m,N/A,0.84m,10th Nov 08,https://www.vgchartz.com/games/game.php?id=23993&region=All
Crash Bandicoot: The Wrath of Cortex,Universal Interactive,5.42m,2.07m,2.29m,0.24m,0.82m,29th Oct 01,https://www.vgchartz.com/games/game.php?id=4987&region=All
The Witcher 3: Wild Hunt,Warner Bros. Interactive Entertainment,5.39m,1.48m,2.82m,0.28m,0.81m,19th May 15,https://www.vgchartz.com/games/game.php?id=71482&region=All
Final Fantasy XIII,Square Enix,5.35m,1.75m,1.23m,1.87m,0.51m,09th Mar 10,https://www.vgchartz.com/games/game.php?id=7727&region=All
Dr. Mario,Nintendo,5.34m,2.18m,0.96m,2.00m,0.20m,01st Dec 90,https://www.vgchartz.com/games/game.php?id=3127&region=All
Assassin's Creed III,Ubisoft,5.31m,3.13m,1.71m,0.03m,0.45m,30th Oct 12,https://www.vgchartz.com/games/game.php?id=70618&region=All
Pokémon Pinball,Nintendo,5.31m,3.02m,1.12m,1.01m,0.16m,31st Jul 99,https://www.vgchartz.com/games/game.php?id=4028&region=All
Assassin's Creed II,Ubisoft,5.30m,3.14m,1.55m,0.08m,0.52m,17th Nov 09,https://www.vgchartz.com/games/game.php?id=29056&region=All
Final Fantasy IX,Square,5.30m,1.62m,0.77m,2.78m,0.14m,13th Nov 00,https://www.vgchartz.com/games/game.php?id=752&region=All
Final Fantasy X-2,Square Enix,5.29m,1.92m,1.08m,2.11m,0.17m,18th Nov 03,https://www.vgchartz.com/games/game.php?id=760&region=All
Donkey Kong 64,Nintendo,5.27m,3.33m,0.79m,1.09m,0.06m,22nd Nov 99,https://www.vgchartz.com/games/game.php?id=552&region=All
Diablo III,Blizzard Entertainment,5.26m,2.50m,2.23m,N/A,0.53m,15th May 12,https://www.vgchartz.com/games/game.php?id=24178&region=All
Tomb Raider II,Eidos Interactive,5.24m,2.30m,2.46m,0.20m,0.28m,31st Oct 97,https://www.vgchartz.com/games/game.php?id=2473&region=All
Madden NFL 2004,EA Sports,5.23m,4.26m,0.26m,0.01m,0.71m,12th Aug 03,https://www.vgchartz.com/games/game.php?id=5306&region=All
Call of Duty: Advanced Warfare,Activision,5.22m,3.25m,1.49m,0.01m,0.48m,04th Nov 14,https://www.vgchartz.com/games/game.php?id=81798&region=All
Dragon Quest VIII: Journey of the Cursed King,Square Enix,5.21m,0.65m,0.75m,3.61m,0.20m,15th Nov 05,https://www.vgchartz.com/games/game.php?id=570&region=All
Super Mario Advance 4: Super Mario Bros. 3,Nintendo,5.20m,2.93m,1.25m,0.83m,0.20m,21st Oct 03,https://www.vgchartz.com/games/game.php?id=4431&region=All
Professor Layton and the Curious Village,Nintendo,5.20m,1.21m,2.44m,1.03m,0.51m,10th Feb 08,https://www.vgchartz.com/games/game.php?id=12995&region=All
Super Mario Land 3: Wario Land,Nintendo,5.19m,2.49m,0.98m,1.57m,0.15m,09th Feb 94,https://www.vgchartz.com/games/game.php?id=4438&region=All
Donkey Kong Country 2: Diddy's Kong Quest,Nintendo,5.15m,2.10m,0.74m,2.20m,0.11m,20th Nov 95,https://www.vgchartz.com/games/game.php?id=3109&region=All
Medal of Honor: Rising Sun,Electronic Arts,5.13m,1.98m,2.23m,0.13m,0.80m,11th Nov 03,https://www.vgchartz.com/games/game.php?id=5340&region=All
Battlefield 1,Electronic Arts,5.13m,3.37m,1.26m,0.02m,0.48m,21st Oct 16,https://www.vgchartz.com/games/game.php?id=110844&region=All
Kirby's Dream Land,Nintendo,5.13m,2.71m,0.61m,1.70m,0.11m,01st Aug 92,https://www.vgchartz.com/games/game.php?id=3608&region=All
Microsoft Flight Simulator,Microsoft,5.12m,3.22m,1.69m,N/A,0.20m,31st Oct 96,https://www.vgchartz.com/games/game.php?id=6345&region=All
Guitar Hero II,RedOctane,5.12m,3.81m,0.63m,N/A,0.68m,07th Nov 06,https://www.vgchartz.com/games/game.php?id=6080&region=All
FIFA 13,EA Sports,5.11m,1.10m,3.49m,0.03m,0.50m,25th Sep 12,https://www.vgchartz.com/games/game.php?id=70737&region=All
Resident Evil 5,Capcom,5.10m,1.96m,1.42m,1.08m,0.64m,13th Mar 09,https://www.vgchartz.com/games/game.php?id=7675&region=All
Fable III,Microsoft Game Studios,5.10m,3.59m,1.09m,0.05m,0.37m,26th Oct 10,https://www.vgchartz.com/games/game.php?id=37876&region=All
Mario & Sonic at the Olympic Games,Sega,5.10m,1.63m,2.46m,0.44m,0.57m,22nd Jan 08,https://www.vgchartz.com/games/game.php?id=7708&region=All
The Legend of Zelda: Phantom Hourglass,Nintendo,5.09m,1.85m,1.80m,0.95m,0.48m,02nd Oct 07,https://www.vgchartz.com/games/game.php?id=6790&region=All
Grand Theft Auto: Vice City Stories,Rockstar Games,5.08m,1.70m,2.03m,0.16m,1.19m,31st Oct 06,https://www.vgchartz.com/games/game.php?id=897&region=All
FIFA Soccer 11,EA Sports,5.08m,0.61m,3.28m,0.06m,1.12m,28th Sep 10,https://www.vgchartz.com/games/game.php?id=43328&region=All
Super Mario Bros. Deluxe,Nintendo,5.07m,3.40m,1.30m,0.15m,0.22m,30th Apr 99,https://www.vgchartz.com/games/game.php?id=4434&region=All
Super Smash Bros. for Wii U,Nintendo,5.07m,2.68m,1.15m,0.85m,0.39m,21st Nov 14,https://www.vgchartz.com/games/game.php?id=71411&region=All
Final Fantasy XV,Square Enix,5.07m,1.81m,1.53m,1.05m,0.68m,29th Nov 16,https://www.vgchartz.com/games/game.php?id=73124&region=All
Resident Evil,Capcom,5.05m,2.05m,1.16m,1.11m,0.73m,30th Mar 96,https://www.vgchartz.com/games/game.php?id=4156&region=All
Fallout 4,Bethesda Softworks,5.03m,2.94m,1.62m,0.02m,0.45m,10th Nov 15,https://www.vgchartz.com/games/game.php?id=85598&region=All
Tony Hawk's Pro Skater,Activision,5.02m,3.42m,1.38m,0.02m,0.20m,31st Aug 99,https://www.vgchartz.com/games/game.php?id=5930&region=All
Super Mario 3D World,Nintendo,5.01m,2.31m,1.54m,0.79m,0.37m,22nd Nov 13,https://www.vgchartz.com/games/game.php?id=73166&region=All
Warzone 2100,Eidos Interactive,5.01m,2.79m,1.89m,N/A,0.33m,31st May 99,https://www.vgchartz.com/games/game.php?id=16145&region=All
Spyro the Dragon,Sony Computer Entertainment,5.00m,3.36m,1.36m,0.07m,0.21m,10th Sep 98,https://www.vgchartz.com/games/game.php?id=6436&region=All
Guitar Hero III: Legends of Rock,RedOctane,4.98m,3.49m,0.01m,0.01m,1.48m,28th Oct 07,https://www.vgchartz.com/games/game.php?id=7340&region=All
Link's Crossbow Training,Nintendo,4.98m,3.05m,1.17m,0.29m,0.46m,19th Nov 07,https://www.vgchartz.com/games/game.php?id=13012&region=All
Super Mario Party,Nintendo,4.97m,2.12m,1.64m,0.85m,0.36m,05th Oct 18,https://www.vgchartz.com/games/game.php?id=222153&region=All
Uncharted: Drake's Fortune,Sony Computer Entertainment,4.97m,2.32m,1.73m,0.12m,0.80m,16th Nov 07,https://www.vgchartz.com/games/game.php?id=12778&region=All
Fallout 3,Bethesda Softworks,4.96m,3.41m,0.99m,0.09m,0.46m,28th Oct 08,https://www.vgchartz.com/games/game.php?id=6992&region=All
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Nintendo,4.94m,1.83m,1.19m,1.54m,0.37m,20th Apr 08,https://www.vgchartz.com/games/game.php?id=7390&region=All
Halo 5: Guardians,Microsoft Studios,4.92m,2.94m,1.49m,0.03m,0.45m,27th Oct 15,https://www.vgchartz.com/games/game.php?id=82148&region=All
Madden NFL 06,EA Sports,4.91m,3.98m,0.26m,0.01m,0.66m,08th Aug 05,https://www.vgchartz.com/games/game.php?id=5288&region=All
Diddy Kong Racing,Nintendo,4.88m,2.91m,0.99m,0.89m,0.10m,24th Nov 97,https://www.vgchartz.com/games/game.php?id=517&region=All
Monster Hunter Freedom 3,Capcom,4.87m,N/A,0.00m,4.87m,0.00m,01st Dec 10,https://www.vgchartz.com/games/game.php?id=44133&region=All
StarCraft II: Wings of Liberty,Blizzard Entertainment,4.86m,2.60m,1.70m,N/A,0.56m,27th Jul 10,https://www.vgchartz.com/games/game.php?id=13820&region=All
Call of Duty: Black Ops IIII,Activision,4.85m,3.27m,1.12m,N/A,0.46m,12th Oct 18,https://www.vgchartz.com/games/game.php?id=221290&region=All
Dr. Mario,Nintendo,4.85m,2.62m,0.60m,1.52m,0.10m,01st Oct 90,https://www.vgchartz.com/games/game.php?id=3128&region=All
Crash Bandicoot N. Sane Trilogy,Activision,4.83m,1.09m,2.92m,0.07m,0.74m,30th Jun 17,https://www.vgchartz.com/games/game.php?id=150131&region=All
Assassin's Creed,Ubisoft,4.83m,1.91m,2.01m,0.09m,0.82m,13th Nov 07,https://www.vgchartz.com/games/game.php?id=12727&region=All
God of War III,Sony Computer Entertainment,4.81m,2.74m,1.36m,0.12m,0.60m,16th Mar 10,https://www.vgchartz.com/games/game.php?id=12533&region=All
Call of Duty: Infinite Warfare,Activision,4.79m,2.91m,1.44m,N/A,0.44m,04th Nov 16,https://www.vgchartz.com/games/game.php?id=108778&region=All
Crash Team Racing,Sony Computer Entertainment,4.79m,2.57m,1.57m,0.44m,0.21m,30th Sep 99,https://www.vgchartz.com/games/game.php?id=413&region=All
LEGO Star Wars: The Complete Saga,LucasArts,4.77m,2.83m,1.49m,N/A,0.45m,06th Nov 07,https://www.vgchartz.com/games/game.php?id=12562&region=All
Batman: Arkham City,Warner Bros. Interactive,4.75m,2.99m,1.28m,0.04m,0.44m,18th Oct 11,https://www.vgchartz.com/games/game.php?id=41800&region=All
Driver 2,Atari,4.73m,2.36m,2.10m,0.02m,0.25m,13th Nov 00,https://www.vgchartz.com/games/game.php?id=591&region=All
Splatoon,Nintendo,4.71m,1.58m,1.30m,1.56m,0.27m,29th May 15,https://www.vgchartz.com/games/game.php?id=82965&region=All
The Simpsons: Hit & Run,VU Games,4.70m,1.73m,2.19m,N/A,0.79m,16th Sep 03,https://www.vgchartz.com/games/game.php?id=6419&region=All
Tony Hawk's Pro Skater 2,Activision,4.68m,3.05m,1.41m,0.02m,0.20m,20th Sep 00,https://www.vgchartz.com/games/game.php?id=5931&region=All
Monster Hunter: World,Capcom,4.67m,1.03m,1.06m,2.17m,0.42m,26th Jan 18,https://www.vgchartz.com/games/game.php?id=182721&region=All
The Lord of the Rings: The Two Towers,Electronic Arts,4.67m,1.94m,1.95m,0.08m,0.70m,21st Oct 02,https://www.vgchartz.com/games/game.php?id=6318&region=All
Animal Crossing: City Folk,Nintendo,4.65m,1.84m,1.13m,1.32m,0.36m,16th Nov 08,https://www.vgchartz.com/games/game.php?id=24660&region=All
Tomb Raider,Eidos Interactive,4.63m,2.29m,1.97m,0.13m,0.24m,14th Nov 96,https://www.vgchartz.com/games/game.php?id=2472&region=All
Nintendo Land,Nintendo,4.63m,2.52m,1.23m,0.51m,0.38m,18th Nov 12,https://www.vgchartz.com/games/game.php?id=70772&region=All
The Legend of Zelda: A Link to the Past,Nintendo,4.61m,2.42m,0.91m,1.15m,0.13m,13th Apr 92,https://www.vgchartz.com/games/game.php?id=4566&region=All
Forza Motorsport 4,Microsoft Studios,4.60m,2.08m,1.98m,0.06m,0.49m,11th Oct 11,https://www.vgchartz.com/games/game.php?id=45656&region=All
The Legend of Zelda: The Wind Waker,Nintendo,4.60m,2.60m,0.99m,0.89m,0.13m,26th Mar 03,https://www.vgchartz.com/games/game.php?id=2400&region=All
Guitar Hero III: Legends of Rock,RedOctane,4.60m,3.04m,1.12m,0.00m,0.44m,28th Oct 07,https://www.vgchartz.com/games/game.php?id=7337&region=All
FIFA 15,EA Sports,4.56m,0.59m,3.25m,0.04m,0.68m,23rd Sep 14,https://www.vgchartz.com/games/game.php?id=82921&region=All
Mario & Sonic at the Olympic Winter Games,Sega,4.54m,1.87m,1.97m,0.22m,0.48m,13th Oct 09,https://www.vgchartz.com/games/game.php?id=31661&region=All
Overwatch,Blizzard Entertainment,4.54m,1.84m,1.80m,0.17m,0.73m,24th May 16,https://www.vgchartz.com/games/game.php?id=86157&region=All
Madden NFL 2005,EA Sports,4.53m,4.18m,0.26m,0.01m,0.08m,09th Aug 04,https://www.vgchartz.com/games/game.php?id=5309&region=All
Guitar Hero III: Legends of Rock,RedOctane,4.53m,3.19m,0.91m,0.01m,0.42m,28th Oct 07,https://www.vgchartz.com/games/game.php?id=7339&region=All
Star Wars Battlefront II (2017),Electronic Arts,4.53m,1.70m,1.99m,0.12m,0.73m,17th Nov 17,https://www.vgchartz.com/games/game.php?id=169396&region=All
Pitfall!,Activision,4.50m,4.21m,0.24m,N/A,0.05m,20th Apr 82,https://www.vgchartz.com/games/game.php?id=19599&region=All
Madden NFL 07,EA Sports,4.49m,3.63m,0.24m,0.01m,0.61m,22nd Aug 06,https://www.vgchartz.com/games/game.php?id=5293&region=All
Spider-Man: The Movie,Activision,4.48m,2.71m,1.51m,0.03m,0.23m,15th Apr 02,https://www.vgchartz.com/games/game.php?id=5728&region=All
Dragon Quest VII,Enix,4.47m,0.20m,0.14m,4.10m,0.02m,01st Nov 01,https://www.vgchartz.com/games/game.php?id=3149&region=All
The Elder Scrolls IV: Oblivion,Take-Two Interactive,4.47m,2.89m,1.03m,0.13m,0.41m,07th Jul 09,https://www.vgchartz.com/games/game.php?id=636&region=All
God of War,Sony Computer Entertainment,4.45m,2.71m,1.29m,0.02m,0.43m,22nd Mar 05,https://www.vgchartz.com/games/game.php?id=869&region=All
Tony Hawk's Pro Skater 3,Activision,4.41m,2.66m,1.29m,0.01m,0.46m,28th Oct 01,https://www.vgchartz.com/games/game.php?id=6511&region=All
Winning Eleven: Pro Evolution Soccer 2007,Konami,4.39m,0.10m,2.39m,1.05m,0.86m,06th Feb 07,https://www.vgchartz.com/games/game.php?id=13659&region=All
Zelda II: The Adventure of Link,Nintendo,4.38m,2.19m,0.50m,1.61m,0.08m,01st Sep 88,https://www.vgchartz.com/games/game.php?id=6926&region=All
Michael Jackson: The Experience,Ubisoft,4.37m,2.64m,1.33m,0.01m,0.39m,23rd Nov 10,https://www.vgchartz.com/games/game.php?id=45662&region=All
Tom Clancy's The Division,Ubisoft,4.37m,1.49m,2.04m,0.16m,0.69m,08th Mar 16,https://www.vgchartz.com/games/game.php?id=73095&region=All
Need for Speed: Most Wanted,Electronic Arts,4.37m,2.03m,1.79m,0.08m,0.47m,15th Nov 05,https://www.vgchartz.com/games/game.php?id=3909&region=All
Resistance: Fall of Man,Sony Computer Entertainment,4.37m,1.74m,1.72m,0.14m,0.76m,14th Nov 06,https://www.vgchartz.com/games/game.php?id=1893&region=All
Tom Clancy's Rainbow Six: Siege,Ubisoft,4.36m,1.29m,2.06m,0.36m,0.64m,01st Dec 15,https://www.vgchartz.com/games/game.php?id=82933&region=All
Call of Duty: Advanced Warfare,Activision,4.34m,2.81m,1.13m,0.00m,0.41m,04th Nov 14,https://www.vgchartz.com/games/game.php?id=81794&region=All
Sonic the Hedgehog,Sega,4.34m,3.03m,0.91m,0.26m,0.13m,23rd Jun 91,https://www.vgchartz.com/games/game.php?id=6427&region=All
Kingdom Hearts II,Square Enix,4.33m,2.20m,0.58m,1.38m,0.17m,28th Mar 06,https://www.vgchartz.com/games/game.php?id=1130&region=All
Watch Dogs,Ubisoft,4.32m,1.40m,2.13m,0.11m,0.68m,27th May 14,https://www.vgchartz.com/games/game.php?id=71547&region=All
Asteroids,Atari,4.31m,4.00m,0.26m,N/A,0.05m,01st Jan 81,https://www.vgchartz.com/games/game.php?id=19690&region=All
Batman: Arkham Asylum,Eidos Interactive,4.28m,2.26m,1.33m,0.07m,0.63m,25th Aug 09,https://www.vgchartz.com/games/game.php?id=31493&region=All
Fable II,Microsoft Game Studios,4.28m,2.51m,1.24m,0.11m,0.41m,21st Oct 08,https://www.vgchartz.com/games/game.php?id=7636&region=All
Call of Duty: Advanced Warfare,Activision,4.27m,1.59m,1.81m,0.20m,0.67m,04th Nov 14,https://www.vgchartz.com/games/game.php?id=81795&region=All
Namco Museum,Namco,4.24m,3.00m,1.11m,0.05m,0.07m,10th Jun 01,https://www.vgchartz.com/games/game.php?id=6361&region=All
Daxter,Sony Computer Entertainment,4.23m,2.45m,1.02m,N/A,0.77m,14th Mar 06,https://www.vgchartz.com/games/game.php?id=474&region=All
Assassin's Creed: Revelations,Ubisoft,4.23m,1.41m,2.03m,0.10m,0.69m,15th Nov 11,https://www.vgchartz.com/games/game.php?id=51022&region=All
Metal Gear Solid 3: Snake Eater,Konami,4.23m,1.46m,0.00m,0.83m,1.93m,17th Nov 04,https://www.vgchartz.com/games/game.php?id=1328&region=All
Assassin's Creed: Revelations,Ubisoft,4.22m,2.28m,1.47m,0.04m,0.44m,15th Nov 11,https://www.vgchartz.com/games/game.php?id=51023&region=All
Warcraft II: Tides of Darkness,Blizzard Entertainment,4.21m,1.70m,2.27m,N/A,0.23m,30th Apr 96,https://www.vgchartz.com/games/game.php?id=6519&region=All
FIFA Soccer 06,EA Sports,4.21m,0.78m,2.55m,0.04m,0.84m,04th Oct 05,https://www.vgchartz.com/games/game.php?id=7095&region=All
EyeToy Play,Sony Computer Entertainment,4.20m,0.88m,2.30m,0.20m,0.83m,04th Nov 03,https://www.vgchartz.com/games/game.php?id=6251&region=All
Gran Turismo 5 Prologue,Sony Computer Entertainment,4.20m,1.28m,1.83m,0.57m,0.52m,15th Apr 08,https://www.vgchartz.com/games/game.php?id=6972&region=All
Street Fighter IV,Capcom,4.19m,2.04m,1.05m,0.59m,0.52m,17th Feb 09,https://www.vgchartz.com/games/game.php?id=13112&region=All
FIFA Soccer 12,EA Sports,4.18m,0.85m,2.79m,0.02m,0.52m,27th Sep 11,https://www.vgchartz.com/games/game.php?id=50885&region=All
Call of Duty: Ghosts,Activision,4.17m,1.79m,1.64m,0.05m,0.69m,15th Nov 13,https://www.vgchartz.com/games/game.php?id=72126&region=All
Teenage Mutant Ninja Turtles,Ultra Games,4.17m,3.38m,0.44m,0.31m,0.04m,01st Jun 89,https://www.vgchartz.com/games/game.php?id=12692&region=All
Excitebike,Nintendo,4.16m,2.04m,0.48m,1.57m,0.07m,18th Oct 85,https://www.vgchartz.com/games/game.php?id=6250&region=All
Frogger,Hasbro Interactive,4.16m,3.79m,0.27m,N/A,0.11m,30th Sep 97,https://www.vgchartz.com/games/game.php?id=808&region=All
Star Wars Battlefront (2015),Electronic Arts,4.15m,2.49m,1.26m,0.02m,0.38m,17th Nov 15,https://www.vgchartz.com/games/game.php?id=83363&region=All
FIFA 14,EA Sports,4.15m,0.94m,2.92m,0.01m,0.29m,24th Sep 13,https://www.vgchartz.com/games/game.php?id=72085&region=All
Nintendogs + cats,Nintendo,4.15m,1.44m,1.69m,0.73m,0.29m,27th Mar 11,https://www.vgchartz.com/games/game.php?id=45682&region=All
Madden NFL 2003,EA Sports,4.14m,3.36m,0.21m,0.01m,0.56m,12th Aug 02,https://www.vgchartz.com/games/game.php?id=5304&region=All
Assassin's Creed: Unity,Ubisoft,4.14m,1.25m,2.16m,0.09m,0.65m,11th Nov 14,https://www.vgchartz.com/games/game.php?id=80235&region=All
Destiny 2,Activision,4.14m,1.92m,1.44m,0.10m,0.69m,06th Sep 17,https://www.vgchartz.com/games/game.php?id=166065&region=All
Half-Life,Sierra Entertainment,4.12m,4.03m,0.00m,0.09m,N/A,19th Nov 98,https://www.vgchartz.com/games/game.php?id=7278&region=All
Super Mario World 2: Yoshi's Island,Nintendo,4.12m,1.65m,0.61m,1.76m,0.09m,04th Oct 95,https://www.vgchartz.com/games/game.php?id=4770&region=All
Batman: Arkham Knight,Warner Bros. Interactive,4.11m,1.65m,1.68m,0.11m,0.66m,23rd Jun 15,https://www.vgchartz.com/games/game.php?id=79437&region=All
FIFA 07 Soccer,EA Sports,4.11m,0.71m,2.48m,0.03m,0.89m,03rd Oct 06,https://www.vgchartz.com/games/game.php?id=7097&region=All
The Sims 4,Electronic Arts,4.10m,1.20m,2.60m,N/A,0.30m,02nd Sep 14,https://www.vgchartz.com/games/game.php?id=72139&region=All
Street Fighter II Turbo,Capcom,4.10m,1.42m,0.51m,2.10m,0.07m,01st Aug 93,https://www.vgchartz.com/games/game.php?id=4388&region=All
World of Warcraft: The Burning Crusade,Blizzard Entertainment,4.09m,2.57m,1.52m,N/A,N/A,16th Jan 07,https://www.vgchartz.com/games/game.php?id=7591&region=All
Fallout: New Vegas,Bethesda Softworks,4.08m,2.67m,1.03m,0.04m,0.34m,19th Oct 10,https://www.vgchartz.com/games/game.php?id=33663&region=All
God of War II,Sony Computer Entertainment,4.07m,2.32m,0.04m,0.04m,1.67m,13th Mar 07,https://www.vgchartz.com/games/game.php?id=6078&region=All
